match_id,barca_played,home_team,away_team,match_date,season
69156,True,Barcelona,Levante,2007-04-29,2006/2007
69159,True,Barcelona,Mallorca,2007-04-15,2006/2007
69175,True,Barcelona,Deportivo La Coruna,2007-03-31,2006/2007
69160,True,Real Sociedad,Barcelona,2007-05-05,2006/2007
68331,True,Barcelona,Real Zaragoza,2006-11-12,2006/2007
68328,True,Barcelona,Valencia,2006-09-24,2006/2007
68340,True,Racing Santander,Barcelona,2006-09-17,2006/2007
69174,True,Deportivo La Coruna,Barcelona,2006-11-04,2006/2007
68347,True,Athletic Bilbao,Barcelona,2006-09-30,2006/2007
68327,True,Barcelona,Osasuna,2006-09-09,2006/2007
69157,True,Barcelona,Getafe,2007-05-26,2006/2007
69164,True,Barcelona,Málaga,2005-10-26,2005/2006
68324,True,Barcelona,Deportivo Alavés,2006-01-22,2005/2006
68320,True,Villarreal,Barcelona,2005-12-04,2005/2006
68323,True,Barcelona,Celta Vigo,2005-12-20,2005/2006
69172,True,Barcelona,Real Betis,2006-02-18,2005/2006
68339,True,Getafe,Barcelona,2005-11-06,2005/2006
68348,True,Espanyol,Barcelona,2006-01-07,2005/2006
68354,True,Barcelona,Racing Santander,2005-11-27,2005/2006
68351,True,Real Zaragoza,Barcelona,2006-02-25,2005/2006
68317,True,Barcelona,Real Zaragoza,2005-10-01,2005/2006
68350,True,Barcelona,Atlético Madrid,2006-02-05,2005/2006
68325,True,Mallorca,Barcelona,2006-01-29,2005/2006
68321,True,Barcelona,Sevilla,2005-12-11,2005/2006
68319,True,Real Madrid,Barcelona,2005-11-19,2005/2006
68342,True,Barcelona,Athletic Bilbao,2006-01-15,2005/2006
68322,True,Cádiz,Barcelona,2005-12-17,2005/2006
68318,True,Barcelona,Osasuna,2005-10-22,2005/2006
68314,True,Barcelona,Málaga,2004-12-04,2004/2005
68313,True,Barcelona,Osasuna,2004-10-24,2004/2005
68316,True,Barcelona,Albacete,2005-05-01,2004/2005
68315,True,Barcelona,Levante,2004-12-21,2004/2005
69153,True,Albacete,Barcelona,2004-12-11,2004/2005
68352,True,Barcelona,Getafe,2005-04-17,2004/2005
68353,True,Espanyol,Barcelona,2004-10-16,2004/2005
